Obj ID,BLS Max Pow,ACF Max Pow,Max SD,AvgMax SD,Times Smoothed,Flag,Classification,SD Range,Filename
TIC 354825513,21.07305661169482,0.2405002152576781,3,2,0,,notEB,[2.9462318 3.0651762 3.2193904 2.9708421 2.9351938],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000354825513-0131-s_lc.fits
TIC 354825513,6162.485628298176,0.1517320381639878,3,3,0,,EB,[3.4497695 3.0755293 3.6782718 3.393818  2.6212542],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000354825513-0136-s_lc.fits
TIC 354825513,28.6260016936146,0.04780111620022502,2,2,0,,notEB,[2.6455164 2.639574  2.8344164 2.7162492 2.692267 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000354825513-0139-s_lc.fits
TIC 118313102,14605.766108411597,0.29348355761634143,7,7,0,,EB,[7.2636776 7.2703595 7.288485  7.286245  7.2841167],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000118313102-0136-s_lc.fits
TIC 118313102,12369.83648536531,0.20665875639980652,6,6,0,,EB,[6.0943046 6.1051865 6.128051  6.121516  6.124507 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000118313102-0139-s_lc.fits
TIC 118313102,15115.156176661894,0.20707187730755405,6,6,0,,EB,[6.24348   6.268806  6.280838  6.27275   6.2752585],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000118313102-0140-s_lc.fits
TIC 45696212,292.8687648157928,0.06639068888773067,6,3,0,,notEB,[4.695317  1.906335  6.199683  1.69864   2.6841106],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000045696212-0136-s_lc.fits
TIC 45696212,292.8687648157928,0.06639068888773067,7,2,1,,notEB,[-0.72000889  1.81624073  7.31571998  1.5529461   2.81466329],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000045696212-0136-s_lc.fits
TIC 45696212,76357.14028555037,0.09438135730826083,6,6,0,,EB,[6.362296  6.36121   6.3648944 6.363712  6.3619404],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000045696212-0139-s_lc.fits
TIC 45696212,118536.09831452805,0.09967567160922826,9,9,0,,EB,[9.039588 9.041799 9.048517 9.047598 9.045971],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000045696212-0140-s_lc.fits
TIC 384031569,2077.630398206451,0.03430611581787259,9,9,0,,EB,[9.741385 9.726792 9.767256 9.732105 9.760102],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000384031569-0136-s_lc.fits
TIC 384031569,4761.924704983217,0.36899298667159214,8,8,0,,EB,[8.2369375 8.22054   8.241068  8.227181  8.223157 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000384031569-0139-s_lc.fits
TIC 384031569,3862.3895543573108,0.37946294531317504,8,8,0,,EB,[8.911312 8.879656 8.923536 8.891257 8.852519],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000384031569-0140-s_lc.fits
TIC 377016448,230.4077217472699,0.10497115548532958,4,3,0,,notEB,[3.8184361 3.6978462 4.1965737 3.624126  3.413922 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000377016448-0136-s_lc.fits
TIC 377016448,196.85670782723244,0.03901530662823297,5,4,1,,notEB,[4.89172954 4.7133413  5.45110622 4.60458751 4.2936337 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000377016448-0136-s_lc.fits
TIC 377016448,207.7576046831216,0.03512880878219996,5,4,2,,EB,[4.78784935 4.62174461 5.30870836 4.52047941 4.230751  ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000377016448-0136-s_lc.fits
TIC 377016448,41.384008536284455,0.09187654237509132,3,2,0,,notEB,[2.0311704 2.9655614 3.2604613 2.5282428 2.8006961],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000377016448-0143-s_lc.fits
TIC 377016448,1685.894842285084,0.4233141595303056,3,2,0,,notEB,[1.725482  2.3810868 3.4650342 2.0686905 2.007244 ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000377016448-0144-s_lc.fits
TIC 377016448,55.42179754072586,0.056170679813663416,3,2,0,,notEB,[2.5149126 1.3542422 3.9579544 1.3709753 1.8531935],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000377016448-0146-s_lc.fits
TIC 349643889,447.20099047668054,0.3805887354025461,3,1,0,,notEB,[1.2342323  0.35342082 3.695255   0.92368007 1.0812066 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000349643889-0139-s_lc.fits
TIC 349643889,448.59853862536124,0.0233065000645562,14,13,0,,EB,[13.974126 14.018925 14.234544 13.810947 13.745547],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000349643889-0144-s_lc.fits
TIC 349643889,603.8007305305823,0.01828119846537912,14,14,0,,EB,[14.0598755 14.278857  14.513343  14.0612955 14.247326 ],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000349643889-0146-s_lc.fits
TIC 29778064,1989.9770578374798,0.13325630997928226,3,3,0,,EB,[3.1174247 3.129424  3.2372165 3.1556764 3.119656 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000029778064-0139-s_lc.fits
TIC 29778064,1518.8997865798592,0.19885168211352008,3,3,0,,EB,[3.3412735 3.2438889 3.3772888 3.3350823 3.3250606],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000029778064-0140-s_lc.fits
TIC 29778064,1613.6212317753077,0.12068559713557638,3,3,0,,EB,[3.0155997 3.0197446 3.131603  2.9810212 2.9566855],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000029778064-0143-s_lc.fits
TIC 29778064,1912.5711050947127,0.12325056559688093,3,3,0,,EB,[3.2136905 3.2469466 3.380307  3.2019486 3.2709754],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000029778064-0144-s_lc.fits
TIC 29778064,1602.9515472982505,0.14599889368816882,3,3,0,,EB,[3.1816065 3.1458917 3.293013  3.1230469 3.127664 ],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000029778064-0146-s_lc.fits
TIC 55602946,199.06972763857613,0.2651444815665077,7,6,0,,notEB,[6.3290462 6.558291  7.309881  6.151476  6.4021664],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000055602946-0139-s_lc.fits
TIC 55602946,187.10801354786406,0.2069404166110644,7,6,1,,notEB,[6.35793469 6.6041548  7.41140045 6.16721547 6.43646944],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000055602946-0139-s_lc.fits
TIC 55602946,187.10801354786406,0.2069404166110644,4,1,2,,notEB,[1.15199038 1.92301909 4.45087751 0.55476058 1.39791891],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000055602946-0139-s_lc.fits
TIC 55602946,227.87664215953203,0.2425513298299529,6,6,0,,notEB,[6.1183777 6.5974665 6.8758388 6.34724   6.40763  ],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000055602946-0143-s_lc.fits
TIC 55602946,215.07458691825408,0.2277910890821264,7,6,1,,notEB,[6.36157361 6.33501947 7.00436764 6.26797158 6.29386319],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000055602946-0143-s_lc.fits
TIC 55602946,4.151146519936159,0.1732034948749216,7,5,2,,notEB,[5.73983632 5.67135766 7.39749393 5.49845244 5.56522256],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000055602946-0143-s_lc.fits
TIC 55602946,200.3442779898564,0.2619220461905785,7,6,0,,notEB,[6.7179327 6.1656275 7.010149  6.3929815 6.602771 ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000055602946-0144-s_lc.fits
TIC 55602946,191.91588796736224,0.2443491043112105,7,6,1,,notEB,[6.80807143 6.23718031 7.11012083 6.47296745 6.68981645],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000055602946-0144-s_lc.fits
TIC 55602946,30.764736369610976,0.011795098177296973,5,4,2,,notEB,[4.78844756 3.08042827 5.69213333 3.78586749 4.43464665],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000055602946-0144-s_lc.fits
TIC 55602946,256.1312615243948,0.3300408712229977,6,6,0,,notEB,[6.071575  6.2158055 6.9668045 5.9693007 6.3723526],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000055602946-0146-s_lc.fits
TIC 55602946,240.9124187376393,0.23932580507889514,7,6,1,,notEB,[6.4147901  6.57229897 7.39243694 6.3030997  6.74325789],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000055602946-0146-s_lc.fits
TIC 55602946,180.06026833754302,0.1803424713479228,7,6,2,,EB,[6.45145597 6.65555548 7.71828779 6.30672789 6.87708354],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000055602946-0146-s_lc.fits
TIC 31415131,769.6115378191378,0.22796391564440474,3,3,0,,notEB,[3.2579515 3.1781013 3.4899364 3.340141  3.4345014],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000031415131-0139-s_lc.fits
TIC 31415131,389.44678804544054,0.12272297848910335,4,4,1,,notEB,[4.15159585 4.51139562 4.52609263 4.03937346 4.25222421],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000031415131-0139-s_lc.fits
TIC 31415131,276.82991840358267,0.0988454959714969,4,4,2,,EB,[4.5573388  4.5102359  4.61118055 4.24913853 4.5903022 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000031415131-0139-s_lc.fits
TIC 31415131,585.3909085023266,0.2349525651583611,3,3,0,,notEB,[3.086454  3.285967  3.4144049 3.096358  3.286958 ],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000031415131-0140-s_lc.fits
TIC 31415131,189.97212237323123,0.2477372743828297,4,4,1,,notEB,[4.36313347 4.47842347 4.59314894 4.59193886 4.49516744],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000031415131-0140-s_lc.fits
TIC 31415131,145.60713004783128,0.2199961501301004,4,4,2,,notEB,[4.48056726 4.6066422  4.73209981 4.73077653 4.64592708],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000031415131-0140-s_lc.fits
TIC 31415131,682.8808924288572,0.2671016902437269,3,3,0,,notEB,[3.105308  3.3610666 3.573767  3.2859921 3.1815817],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000031415131-0143-s_lc.fits
TIC 31415131,211.51264278115607,0.26116700761313244,4,4,1,,notEB,[4.77012659 4.8441115  4.90036314 4.33506235 4.46972821],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000031415131-0143-s_lc.fits
TIC 31415131,96.3660406815536,0.2454831347389524,5,5,2,,notEB,[5.04704017 5.12822111 5.18994398 4.56966012 4.71742404],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000031415131-0143-s_lc.fits
TIC 31415131,792.939486542606,0.24260065269782224,3,3,0,,notEB,[3.1989596 3.211854  3.5120425 3.2941837 3.1014066],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000031415131-0144-s_lc.fits
TIC 31415131,89.48960894470083,0.33526266004411964,5,4,1,,notEB,[4.74380193 4.50018286 5.01858185 4.74742572 4.60422821],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000031415131-0144-s_lc.fits
TIC 31415131,5.359075766694434,0.14148249380896927,5,4,2,,notEB,[4.94016905 4.93893551 5.88449856 4.40194445 4.46033187],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000031415131-0144-s_lc.fits
TIC 279323859,2481.3150510039222,0.2668454880311165,3,3,0,,EB,[3.1733286 3.2419138 3.2783515 3.254429  3.231275 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000279323859-0139-s_lc.fits
TIC 279323859,2106.204451631879,0.2483295800720387,3,3,0,,EB,[3.2129574 3.2399044 3.3365324 3.3154862 3.3041677],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000279323859-0140-s_lc.fits
TIC 279323859,2437.194473912811,0.26549625931488463,3,3,0,,EB,[3.010599  3.111437  3.7193198 3.050411  3.1959143],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000279323859-0143-s_lc.fits
TIC 279323859,897.7960565130388,0.2797974164055216,3,3,0,,notEB,[3.140447  3.1873493 3.3136642 3.1396508 3.1112409],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000279323859-0144-s_lc.fits
TIC 279323859,563.2171981876625,0.09710580518702557,5,5,1,,notEB,[5.22741129 5.32017108 5.63517866 5.33068287 5.37758657],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000279323859-0144-s_lc.fits
TIC 279323859,541.2837948404267,0.09149004339103399,5,5,2,,EB,[5.3337629  5.47028714 5.79851066 5.48123994 5.53011147],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000279323859-0144-s_lc.fits
TIC 302043038,1841.8819007288853,0.33050121695266504,7,7,0,,EB,[7.489675  7.4143577 7.503589  7.3217874 7.3557315],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000302043038-0139-s_lc.fits
TIC 302043038,1121.9144317989599,0.2773251511061401,10,10,0,,EB,[10.216213 10.182974 10.333858 10.184729 10.229942],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000302043038-0140-s_lc.fits
TIC 302043038,840.6672853973488,0.2297568906355733,9,9,0,,notEB,[9.434417 9.343822 9.694626 9.136372 9.368725],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000302043038-0143-s_lc.fits
TIC 302043038,1215.6244716092176,0.18818562619415571,10,10,1,,EB,[10.21059546 10.11415543 10.48758966  9.8933235  10.14066509],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000302043038-0143-s_lc.fits
TIC 302043038,1868.0724628091,0.3366207117600624,7,7,0,,EB,[7.7674847 7.8595815 7.935855  7.80925   7.8476744],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000302043038-0144-s_lc.fits
TIC 302038263,940.7285001285353,0.3446823498174257,4,4,0,,notEB,[4.397029  4.413754  4.5571594 4.168632  4.3949857],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000302038263-0139-s_lc.fits
TIC 302038263,879.4135123408846,0.2952899813948193,4,4,1,,EB,[4.33161759 4.28631867 4.70514167 4.30590405 4.32888595],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000302038263-0139-s_lc.fits
TIC 302038263,967.7226022613188,0.3511063239491296,4,4,0,,notEB,[4.249825  4.5011797 4.649243  4.4324307 4.4210052],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000302038263-0140-s_lc.fits
TIC 302038263,879.998712070179,0.29276201347376696,4,4,1,,EB,[4.339035   4.61985557 4.78527579 4.54304736 4.53028255],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000302038263-0140-s_lc.fits
TIC 302038263,974.9457010332608,0.3635252933954473,4,4,0,,notEB,[4.508587  4.6305857 4.787411  4.6280136 4.7410755],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000302038263-0143-s_lc.fits
TIC 302038263,891.4248873703592,0.2985112998131401,4,4,1,,EB,[4.56717263 4.72933935 4.88717874 4.6141829  4.7495107 ],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000302038263-0143-s_lc.fits
TIC 150361911,1369.704423862977,0.3607148361695397,4,4,0,,notEB,[4.4220176 4.484831  4.5941367 4.3581934 4.414434 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000150361911-0139-s_lc.fits
TIC 150361911,898.628435323756,0.2651843378405891,5,5,1,,EB,[5.18350232 5.16066343 5.33023103 4.98115245 5.12443854],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000150361911-0139-s_lc.fits
TIC 150361911,1339.332572944883,0.3756593038989664,4,4,0,,notEB,[4.371175  4.4033976 4.4080477 4.3847847 4.3867927],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000150361911-0140-s_lc.fits
TIC 150361911,860.9345244083902,0.32208432697632444,5,4,1,,EB,[4.73251148 4.71949803 5.03294676 4.85676246 4.99065681],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000150361911-0140-s_lc.fits
TIC 150361911,1370.234266619369,0.3470217429247471,4,4,0,,notEB,[4.369549  4.4148808 4.493976  4.2950263 4.306557 ],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000150361911-0143-s_lc.fits
TIC 150361911,895.5718320018193,0.25941261804980864,5,4,1,,EB,[4.77804384 4.73255202 5.01279002 4.79119505 4.7583556 ],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000150361911-0143-s_lc.fits
TIC 150361911,969.8338930932147,0.3218030648021955,4,4,0,,notEB,[4.1411467 4.1926374 4.2999153 4.090288  4.1454954],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000150361911-0144-s_lc.fits
TIC 150361911,754.7120581874443,0.2664467550423875,4,4,1,,notEB,[4.8313125  4.83366219 4.88800395 4.82906647 4.57022394],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000150361911-0144-s_lc.fits
TIC 150361911,584.0058505413102,0.24776216686230185,5,4,2,,EB,[4.94582564 4.94828969 5.0052763  4.9434703  4.67202976],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000150361911-0144-s_lc.fits
TIC 150361911,1171.9573950291933,0.3522559115454296,4,4,0,,notEB,[4.321265  4.300375  4.4098945 4.370866  4.301797 ],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000150361911-0146-s_lc.fits
TIC 150361911,800.3891512502914,0.2647353233782811,5,5,1,,notEB,[5.46577097 5.56760622 5.58336884 5.58027131 5.55270934],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000150361911-0146-s_lc.fits
TIC 150361911,769.0968495752344,0.2496742119382598,5,5,2,,EB,[5.50797661 5.6129136  5.62915633 5.62596445 5.59756298],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000150361911-0146-s_lc.fits
TIC 167795859,162.67185157212353,0.2273984695160964,7,6,0,,notEB,[6.20374   7.0697417 7.1579223 5.724615  6.1349435],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000167795859-0139-s_lc.fits
TIC 167795859,6.951880165212801,0.06995511182556599,6,5,1,,notEB,[4.85265766 6.41250668 6.57133865 3.98965432 4.72874099],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000167795859-0139-s_lc.fits
TIC 167795859,298.8692184598909,0.2549562734026742,7,6,0,,notEB,[6.6156054 6.9847546 7.4514832 7.1209106 6.76374  ],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000167795859-0140-s_lc.fits
TIC 167795859,275.6241459887912,0.23279449392589235,7,7,1,,notEB,[6.69515857 7.09355697 7.59592632 7.23916083 6.85503061],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000167795859-0140-s_lc.fits
TIC 167795859,153.146277785586,0.13525016554699892,8,7,2,,EB,[6.70150374 7.33994398 8.14499942 7.57327663 6.95770141],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000167795859-0140-s_lc.fits
TIC 167795859,109.5720116727182,0.16532283235228393,6,5,0,,notEB,[5.2680855 4.8709226 6.9089007 4.973228  5.2626204],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000167795859-0143-s_lc.fits
TIC 167795859,109.5720116727182,0.16532283235228393,5,2,1,,notEB,[2.30883039 1.64373687 5.05655888 1.81505894 2.2996788 ],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000167795859-0143-s_lc.fits
TIC 167795859,105.91821349204027,0.17258493183727922,6,5,0,,notEB,[6.566746  5.210895  6.605852  5.4682174 5.5021667],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000167795859-0144-s_lc.fits
TIC 167795859,18.15999819507995,0.028821022530861325,5,3,1,,notEB,[4.14070951 5.24178515 5.35241385 1.97899163 1.50086653],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000167795859-0144-s_lc.fits
TIC 167795859,210.2758177663464,0.2711812060157401,6,6,0,,notEB,[6.0910015 6.192374  6.852264  6.096752  6.0803003],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000167795859-0146-s_lc.fits
TIC 167795859,132.28752539324722,0.1350827718775593,7,5,1,,notEB,[5.55311053 5.08855814 7.35316778 4.7162373  6.78077754],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000167795859-0146-s_lc.fits
TIC 167795859,88.49509544942663,0.06649097461384171,7,5,2,,notEB,[4.87023098 4.29348175 7.10503085 3.83123948 6.39439921],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000167795859-0146-s_lc.fits
TIC 149629043,1606.4202420768854,0.3163683904565491,4,4,0,,EB,[4.3440742 4.363685  4.511328  4.466145  4.416832 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000149629043-0139-s_lc.fits
TIC 149629043,1214.8884687207833,0.3113098680145691,4,4,0,,notEB,[4.321992  4.2881193 4.474548  4.3563557 4.4159665],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000149629043-0140-s_lc.fits
TIC 149629043,771.5937540235817,0.22513433540661096,5,4,1,,notEB,[4.86321657 4.81152963 5.09600539 4.91565342 5.00661467],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000149629043-0140-s_lc.fits
TIC 149629043,748.8856515154988,0.21288253123025214,5,4,2,,EB,[4.88968083 4.83653432 5.12904328 4.94359842 5.03712829],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000149629043-0140-s_lc.fits
TIC 149629043,1235.3418948160686,0.3137617229485408,4,4,0,,notEB,[4.2676377 4.1092105 4.339507  4.159612  4.1511602],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000149629043-0143-s_lc.fits
TIC 149629043,788.7331382081043,0.22837019561745506,5,5,1,,notEB,[4.98399163 5.11567918 5.25613268 5.11605536 5.14578629],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000149629043-0143-s_lc.fits
TIC 149629043,746.1251991380271,0.2144470305257616,5,5,2,,EB,[5.20211345 5.34095928 5.48904758 5.34135591 5.37270296],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000149629043-0143-s_lc.fits
TIC 149629043,1596.065169203064,0.31772773164143586,4,4,0,,EB,[4.409378  4.436318  4.472376  4.2168145 4.3244867],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000149629043-0146-s_lc.fits
TIC 393491149,20.013865257600344,0.4331597835851805,3,3,0,,notEB,[3.3479712 3.2546751 3.5598648 3.2758183 3.3750343],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000393491149-0139-s_lc.fits
TIC 393491149,565.4735886347938,0.11079353137883506,3,3,0,,notEB,[3.4042215 3.4918997 3.7786787 3.3782787 3.5675194],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000393491149-0143-s_lc.fits
TIC 393491149,309.745114158735,0.06609066356576845,4,3,1,,notEB,[3.14786592 3.42955933 4.33813289 3.41201566 3.35015554],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000393491149-0143-s_lc.fits
TIC 393491149,280.4301148065018,0.05756932322029094,4,3,2,,EB,[3.24829674 3.55294616 4.53556203 3.53397281 3.46707152],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000393491149-0143-s_lc.fits
TIC 393491149,414.27370602398076,0.09310166024995753,3,3,0,,notEB,[3.4631493 3.4577577 3.5662951 3.355765  3.344489 ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000393491149-0144-s_lc.fits
TIC 393491149,9.742415097131524,0.3806367247974976,4,3,1,,notEB,[3.9026558  3.88671143 4.4130926  3.86446203 4.05125663],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000393491149-0144-s_lc.fits
TIC 393491149,111.25579372951219,0.2289148037178721,3,3,0,,notEB,[3.434469  3.4772468 3.619503  3.4863715 3.522569 ],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000393491149-0146-s_lc.fits
TIC 393491149,16.462254000221094,0.11442540651416315,6,5,1,,notEB,[5.61623331 6.03107005 6.10222595 5.8050496  5.50499233],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000393491149-0146-s_lc.fits
TIC 167304040,1666.375773820418,0.22246935866519832,4,4,0,,EB,[4.6353703 4.6552496 4.6716366 4.6209345 4.656436 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000167304040-0139-s_lc.fits
TIC 167304040,278.17441609111165,0.04757754387338778,5,3,0,,notEB,[-0.2937923  3.9537685  5.142934   3.834016   3.7673738],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000167304040-0140-s_lc.fits
TIC 167304040,2435.3989981102186,0.4325861693734787,4,4,0,,EB,[4.2241    4.1684184 4.2443376 4.172127  4.1908937],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000167304040-0143-s_lc.fits
TIC 167304040,2495.5960867266667,0.4353550825508429,4,4,0,,EB,[4.2843523 4.2569537 4.3102126 4.2322717 4.2761393],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000167304040-0144-s_lc.fits
TIC 167304040,2517.8342677708324,0.4364565661355052,4,4,0,,EB,[4.3329105 4.3324933 4.408969  4.3400035 4.322867 ],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000167304040-0146-s_lc.fits
TIC 231093356,3851.748750692541,0.35015809970739664,4,4,0,,EB,[4.721119  4.7592854 4.760711  4.686546  4.678989 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000231093356-0139-s_lc.fits
TIC 231093356,3876.391932055528,0.3644518171176532,4,4,0,,EB,[4.551815  4.594767  4.6634674 4.6292305 4.6184807],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000231093356-0140-s_lc.fits
TIC 231093356,4012.4716304255876,0.3892832734092261,4,4,0,,EB,[4.620567  4.617834  4.697079  4.6495795 4.63764  ],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000231093356-0143-s_lc.fits
TIC 231093356,2261.3670628306563,0.3968894385308842,4,4,0,,EB,[4.6419387 4.693818  4.708752  4.674754  4.67464  ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000231093356-0144-s_lc.fits
TIC 231093356,4225.172783111512,0.4035920816651078,4,4,0,,EB,[4.6843414 4.691702  4.756173  4.731625  4.735668 ],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000231093356-0146-s_lc.fits
