Obj ID,BLS Max Pow,ACF Max Pow,Max SD,AvgMax SD,Times Smoothed,Flag,Classification,SD Range,Filename
TIC 300560295,71.1951204293143,0.17708106745807126,10,8,0,,notEB,[ 8.9461975  8.767253  10.263185   8.100723   8.554637 ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000300560295-0121-s_lc.fits
TIC 300560295,22.882046410438214,0.0796989903047627,12,10,1,,notEB,[10.65141211 10.43545539 12.27148357  9.61739192 10.17737946],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000300560295-0121-s_lc.fits
TIC 300560295,48.870230673003036,0.12946964461440394,10,9,0,,notEB,[ 9.849083  8.950935 10.368949 10.004121  9.759558],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000300560295-0123-s_lc.fits
TIC 300560295,80.75477211198258,0.1614511018097882,7,6,0,,notEB,[5.190409  6.4790835 7.370946  6.741002  6.6285634],/astro/store/epyc2/projects2/tess/sector004/tess2018292075959-s0004-0000000300560295-0124-s_lc.fits
TIC 300560295,48.98814241975745,0.20022136108536728,8,8,0,,notEB,[8.177065 8.122002 8.857762 8.564571 6.916505],/astro/store/epyc2/projects2/tess/sector005/tess2018319095959-s0005-0000000300560295-0125-s_lc.fits
TIC 300560295,61.137962280280895,0.2583131248679953,8,7,0,,notEB,[7.3185782 6.6344595 8.101864  6.430868  7.794019 ],/astro/store/epyc2/projects2/tess/sector006/tess2018349182459-s0006-0000000300560295-0126-s_lc.fits
TIC 300560295,73.05904343908459,0.029716381194345574,13,12,1,,EB,[12.39659624 11.66989599 13.55986352 12.19584433 11.78300408],/astro/store/epyc2/projects2/tess/sector006/tess2018349182459-s0006-0000000300560295-0126-s_lc.fits
TIC 300560295,56.947230323771926,0.3017131493050844,8,7,0,,notEB,[7.4487305 7.937518  8.147892  7.6292596 7.7976975],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000300560295-0131-s_lc.fits
TIC 300560295,34.22165220615592,0.18416061308603648,9,8,0,,notEB,[8.1216545 9.197138  9.353601  8.466677  8.926412 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000300560295-0136-s_lc.fits
TIC 300560295,83.73777094459794,0.2770570427317232,8,7,0,,notEB,[7.839054  7.596412  8.367569  7.7947707 8.03837  ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000300560295-0139-s_lc.fits
TIC 300560295,104.60414274468614,0.07537130716077299,12,11,1,,EB,[11.27993389 10.89845335 12.11086149 11.2103115  11.59742456],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000300560295-0139-s_lc.fits
TIC 300560295,82.67466149183845,0.2401109551843631,9,8,0,,notEB,[7.899066  8.542303  9.152273  8.095514  7.3590207],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000300560295-0143-s_lc.fits
TIC 300560295,108.55986935711178,0.08009883845612176,13,11,1,,EB,[12.01577789 11.88998768 13.12472456 11.46805686 10.47096586],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000300560295-0143-s_lc.fits
TIC 300560295,46.19908046532196,0.17940734116982587,8,7,0,,notEB,[6.9176946 7.696959  8.364718  8.27742   7.842824 ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000300560295-0144-s_lc.fits
TIC 300560295,77.66361716404462,0.3692897410379177,10,9,0,,notEB,[ 9.593206  9.04502  10.163255  9.169101  8.568157],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000300560295-0146-s_lc.fits
TIC 300560295,79.84790743379146,0.0567921394731425,14,12,1,,EB,[13.50426897 12.54989211 14.48824914 12.76497507 11.72329426],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000300560295-0146-s_lc.fits
TIC 271596290,2506.041948448151,0.4368558444406898,3,3,0,,EB,[2.186678  3.4593787 3.490139  3.4530926 3.4401681],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000271596290-0120-s_lc.fits
TIC 271596290,2723.274251679887,0.5076159742015977,3,3,0,,EB,[3.3219855 3.3249722 3.451642  3.3754475 3.3108711],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000271596290-0121-s_lc.fits
TIC 271596290,2239.2914159809184,0.4781084925685885,3,3,0,,EB,[3.366082  3.4218795 3.5349736 3.4897401 3.3900955],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000271596290-0123-s_lc.fits
TIC 271596290,2055.3780819427843,0.4701430663084592,3,3,0,,EB,[3.413487  3.355671  3.4637296 3.4240587 3.4341605],/astro/store/epyc2/projects2/tess/sector004/tess2018292075959-s0004-0000000271596290-0124-s_lc.fits
TIC 271596290,2390.373753897821,0.4618854913912642,3,3,0,,EB,[3.2471826 3.3607416 3.4126208 3.3601806 3.3009663],/astro/store/epyc2/projects2/tess/sector005/tess2018319095959-s0005-0000000271596290-0125-s_lc.fits
TIC 271596290,2066.708307730023,0.4844985732476809,3,3,0,,EB,[3.276264  3.2717912 3.392159  3.189159  3.3223035],/astro/store/epyc2/projects2/tess/sector006/tess2018349182459-s0006-0000000271596290-0126-s_lc.fits
TIC 271596290,1948.8492824241089,0.44318855894031256,3,3,0,,EB,[3.4312341 3.442701  3.492717  3.4664373 3.3669019],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000271596290-0131-s_lc.fits
TIC 271596290,2087.0562399273695,0.5334257452598533,3,3,0,,EB,[3.2322464 3.1961298 3.3255124 3.2386248 3.2996237],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000271596290-0136-s_lc.fits
TIC 271596290,2111.972587307509,0.3941236599702924,3,3,0,,EB,[3.3749788 3.3704727 3.4774678 3.4713461 3.416227 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000271596290-0139-s_lc.fits
TIC 271596290,1512.5590233748983,0.5041661755492979,3,3,0,,EB,[3.2998848 3.3641346 3.3957644 3.3467057 3.2779074],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000271596290-0140-s_lc.fits
TIC 271596290,2382.034345762127,0.4862164639801775,3,3,0,,EB,[3.3081603 3.361406  3.432306  3.3459425 3.3567991],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000271596290-0143-s_lc.fits
TIC 271596290,2480.412761943299,0.5093019519872761,3,3,0,,EB,[3.3779504 3.3565326 3.4520724 3.322004  3.4412029],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000271596290-0144-s_lc.fits
TIC 271596290,2342.4173494865204,0.5139110772563963,3,3,0,,EB,[3.364807  3.358673  3.4195137 3.338616  3.357839 ],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000271596290-0146-s_lc.fits
TIC 25133286,16.895128127531432,0.08206352032160075,0,0,0,,notEB,[0.26345706 0.27040237 0.27575427 0.27130547 0.2735737 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000025133286-0120-s_lc.fits
TIC 25133286,34.94651311994133,0.06908887217898378,0,0,0,,notEB,[0.38716838 0.38757685 0.38830245 0.38712376 0.38747835],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000025133286-0121-s_lc.fits
TIC 25133286,71.02215720364634,0.0985792564189028,2,2,0,,notEB,[2.0244327 2.0252237 2.025296  2.020318  2.0210712],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000025133286-0123-s_lc.fits
TIC 25133286,17532.831891293616,0.07027677113562596,3,3,0,,EB,[3.4406102 3.444067  3.4457586 3.441672  3.4431138],/astro/store/epyc2/projects2/tess/sector004/tess2018292075959-s0004-0000000025133286-0124-s_lc.fits
TIC 25133286,52.92828144806346,0.10566109129005513,2,2,0,,notEB,[2.8043025 2.9004576 2.9328403 2.905635  2.81161  ],/astro/store/epyc2/projects2/tess/sector005/tess2018319095959-s0005-0000000025133286-0125-s_lc.fits
TIC 25133286,75.01973310834606,0.0019715744043379067,0,0,0,,notEB,[0.42800596 0.42890197 0.43631795 0.4296054  0.43090758],/astro/store/epyc2/projects2/tess/sector006/tess2018349182459-s0006-0000000025133286-0126-s_lc.fits
TIC 25133286,35.90851703790879,0.09870998218073468,2,2,0,,notEB,[2.0713942 2.0753443 2.0850353 2.059607  2.0493786],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000025133286-0131-s_lc.fits
TIC 25133286,8099.935779458021,0.20155059004787496,3,3,0,,EB,[3.0924342 3.0952384 3.1036658 3.0962355 3.0971982],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000025133286-0136-s_lc.fits
TIC 25133286,102.8038744175,0.043305842778037104,2,2,0,,notEB,[0.17889711 2.6482737  2.648509   2.6477516  2.6476803 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000025133286-0139-s_lc.fits
TIC 25133286,145.60713004783128,0.2199961501301004,2,2,0,,notEB,[2.264027  2.0646548 2.3474772 2.1763995 2.1240106],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000025133286-0140-s_lc.fits
TIC 25133286,2437.194473912811,0.26549625931488463,2,2,0,,notEB,[2.4297066 2.418271  2.4538922 2.4286027 2.4223125],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000025133286-0143-s_lc.fits
TIC 25133286,5.359075766694434,0.14148249380896927,0,0,0,,notEB,[0.38533443 0.38772136 0.391855   0.38921955 0.3886562 ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000025133286-0144-s_lc.fits
TIC 25133286,50.22631430211653,0.2168951223838576,2,2,0,,notEB,[2.0990963 2.0994527 2.1093051 2.099742  2.086849 ],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000025133286-0146-s_lc.fits
TIC 259976249,16.894554046036912,0.0938118291150435,3,1,0,,notEB,[0.41336888 0.69235253 3.9705899  1.441998   0.14607671],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000259976249-0120-s_lc.fits
TIC 259976249,507.99631760288827,0.43960792241756025,7,6,0,,notEB,[6.6602125 6.720839  7.04823   6.78041   6.8276854],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000259976249-0121-s_lc.fits
TIC 259976249,333.8554352741805,0.07531069830166813,7,7,1,,notEB,[7.15183167 7.42723209 7.59808634 6.76070447 7.42157716],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000259976249-0121-s_lc.fits
TIC 259976249,321.9516401618464,0.07961667157437383,7,6,2,,EB,[6.70128744 6.96882641 7.13480354 6.32132519 6.96333291],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000259976249-0121-s_lc.fits
TIC 259976249,52.48830998722598,0.016298005696519742,0,0,0,,notEB,[0.60151756 0.54219157 0.6516543  0.57346493 0.5821204 ],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000259976249-0146-s_lc.fits
TIC 150442264,4415.2692270484695,0.5969894031602064,3,3,0,,EB,[3.6403325 3.636467  3.6845753 3.680331  3.6720078],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000150442264-0120-s_lc.fits
TIC 150442264,2020.9110072974945,0.465979612952104,3,3,0,,EB,[3.9429271 3.970299  3.9930232 3.9155622 3.9135787],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000150442264-0121-s_lc.fits
TIC 150442264,3492.8411690354633,0.4748532264587312,3,3,0,,EB,[3.8569005 3.831048  3.865677  3.81275   3.8151813],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000150442264-0123-s_lc.fits
TIC 150442264,3915.2215508047334,0.5646108750907556,3,3,0,,EB,[3.8340068 3.772125  3.847111  3.7988172 3.8084502],/astro/store/epyc2/projects2/tess/sector005/tess2018319095959-s0005-0000000150442264-0125-s_lc.fits
TIC 150442264,2610.1564963091128,0.4826820185497184,3,3,0,,EB,[3.6376176 3.6280518 3.6774628 3.6647017 3.6211276],/astro/store/epyc2/projects2/tess/sector006/tess2018349182459-s0006-0000000150442264-0126-s_lc.fits
TIC 150442264,3371.150965398718,0.4720168201034418,3,3,0,,EB,[3.78472   3.7640116 3.8307123 3.7820895 3.7769997],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000150442264-0131-s_lc.fits
TIC 150442264,2307.64860741399,0.4977708445342992,3,3,0,,EB,[3.772445  3.7510254 3.7921057 3.7356606 3.764484 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000150442264-0136-s_lc.fits
TIC 150442264,3043.40465563605,0.4379881919466696,3,3,0,,EB,[3.7863145 3.840201  3.8607879 3.8168077 3.8125205],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000150442264-0139-s_lc.fits
TIC 150442264,1490.7109766770443,0.3371319665020517,4,4,0,,notEB,[4.0092816 4.0400248 4.1080785 4.0719943 4.0881658],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000150442264-0140-s_lc.fits
TIC 150442264,1490.7109766770443,0.3371319665020517,8,3,1,,notEB,[ 7.46990982  7.62706249  8.31919508 -4.28992125 -2.80626325],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000150442264-0140-s_lc.fits
TIC 150442264,3827.397757443725,0.5892303951598554,3,3,0,,EB,[3.631523  3.58244   3.6763873 3.5695128 3.5982914],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000150442264-0143-s_lc.fits
TIC 150442264,3920.168970504587,0.5072649247370434,3,3,0,,EB,[3.885173  3.8832412 3.899111  3.8318079 3.8478515],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000150442264-0144-s_lc.fits
TIC 150442264,3458.544665811947,0.4564984882537095,4,4,0,,EB,[4.344832  4.4059796 4.5001564 4.43637   4.487054 ],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000150442264-0146-s_lc.fits
TIC 260504147,3966.50168967041,0.2741817047281036,7,7,0,,EB,[7.197538  7.176558  7.198763  7.1811104 7.1916924],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000260504147-0120-s_lc.fits
TIC 260504147,3978.7533595969653,0.2643488241071942,7,7,0,,EB,[7.078716 7.105567 7.140885 7.106047 7.140604],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000260504147-0121-s_lc.fits
TIC 260504147,4130.780162877419,0.17661941172066647,7,7,0,,EB,[7.7205224 7.7124457 7.801418  7.765816  7.750221 ],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000260504147-0123-s_lc.fits
TIC 260504147,3859.510663312766,0.17464502681233407,7,6,0,,EB,[7.0090547 6.999796  7.03237   6.9616127 6.9569044],/astro/store/epyc2/projects2/tess/sector004/tess2018292075959-s0004-0000000260504147-0124-s_lc.fits
TIC 260504147,3276.092420664781,0.22255988783873928,7,7,0,,EB,[7.4965878 7.521373  7.5500093 7.4942203 7.4631352],/astro/store/epyc2/projects2/tess/sector005/tess2018319095959-s0005-0000000260504147-0125-s_lc.fits
TIC 260504147,4317.081433304479,0.053131199117487794,6,6,0,,EB,[6.214353  6.272787  6.2799864 6.251561  6.260744 ],/astro/store/epyc2/projects2/tess/sector006/tess2018349182459-s0006-0000000260504147-0126-s_lc.fits
TIC 260504147,3184.028657239198,0.22426008433969208,7,7,0,,EB,[7.21402  7.223887 7.291575 7.222715 7.21354 ],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000260504147-0131-s_lc.fits
TIC 260504147,2974.057752216939,0.1788310932246028,7,7,0,,EB,[7.357984  7.4022512 7.4135523 7.391007  7.362004 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000260504147-0136-s_lc.fits
TIC 260504147,3141.556489322821,0.22522926847398586,7,7,0,,EB,[7.5409584 7.5353646 7.5551934 7.49614   7.466294 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000260504147-0139-s_lc.fits
TIC 260504147,2882.061141362088,0.22671328901464816,7,7,0,,EB,[7.874753  7.8663297 7.8748155 7.800089  7.739755 ],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000260504147-0143-s_lc.fits
TIC 260504147,3672.37064251092,0.2654833804098988,7,7,0,,EB,[7.2883964 7.297715  7.310759  7.2948256 7.2126145],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000260504147-0144-s_lc.fits
TIC 260504147,3662.032880479152,0.2734251507078373,7,7,0,,EB,[7.3458524 7.399066  7.4251766 7.3913536 7.323171 ],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000260504147-0146-s_lc.fits
TIC 293972244,3966.50168967041,0.2741817047281036,1,1,0,,notEB,[1.4973078 1.4805301 1.5910949 1.4381974 1.4959203],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000293972244-0120-s_lc.fits
TIC 293972244,67.44196401387977,0.010869713630952174,6,2,0,,notEB,[1.1923518  0.11244897 6.546334   2.376048   2.2100658 ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000293972244-0121-s_lc.fits
TIC 293972244,130.88450844839087,0.3683791397623031,2,1,0,,notEB,[1.8926605 1.1201614 2.906095  1.5626448 1.6652306],/astro/store/epyc2/projects2/tess/sector003/tess2018263035959-s0003-0000000293972244-0123-s_lc.fits
TIC 293972244,13.489416355317935,0.04609830493492016,16,6,0,,notEB,[ 0.30350906  0.17934884 16.742947    3.98409    13.366415  ],/astro/store/epyc2/projects2/tess/sector004/tess2018292075959-s0004-0000000293972244-0124-s_lc.fits
TIC 293972244,11277.680758695622,0.3453906023757821,2,0,0,,notEB,[0.80399173 0.81069475 2.1209702  0.80490917 0.8142336 ],/astro/store/epyc2/projects2/tess/sector005/tess2018319095959-s0005-0000000293972244-0125-s_lc.fits
TIC 293972244,5874.036678227439,0.4020037166508815,7,1,0,,notEB,[0.52792436 0.1102691  7.143497   0.45294136 0.70007646],/astro/store/epyc2/projects2/tess/sector006/tess2018349182459-s0006-0000000293972244-0126-s_lc.fits
TIC 293972244,5065.110488766063,0.5424631314908519,25,5,0,,notEB,"[ 1.9481811e-01 -7.9926550e-02  2.5008390e+01  1.3940144e-02
  6.0825342e-01]",/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000293972244-0131-s_lc.fits
TIC 293972244,2974.057752216939,0.1788310932246028,3,1,0,,notEB,[2.099711  0.8612012 3.1169248 1.4005178 1.4222343],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000293972244-0136-s_lc.fits
TIC 293972244,4976.697331571724,0.5443020494302744,3,2,0,,notEB,[2.6441085 2.5166526 3.7137775 2.1796336 3.164669 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000293972244-0139-s_lc.fits
TIC 293972244,10060.782446363746,0.2414619051042855,3,2,0,,notEB,[1.5182986 1.3263246 3.0234    1.4638216 2.2436876],/astro/store/epyc2/projects2/tess/sector010/tess2019085135100-s0010-0000000293972244-0140-s_lc.fits
TIC 293972244,56.589956273365935,0.2365071834691702,3,1,0,,notEB,[0.08364239 0.1411287  3.6933968  0.1078002  0.28739583],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000293972244-0143-s_lc.fits
TIC 293972244,9511.078127375593,0.2762299406068121,27,5,0,,notEB,"[ 1.1201293e-02 -2.4962882e-03  2.7273548e+01 -7.4035213e-03
  2.3661397e-02]",/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000293972244-0144-s_lc.fits
TIC 293972244,159.82849276259537,0.03066007715725267,26,18,0,,EB,[11.367923 13.518463 26.031073 18.507795 22.310242],/astro/store/epyc2/projects2/tess/sector013/tess2019169103026-s0013-0000000293972244-0146-s_lc.fits
TIC 260161144,11638.167531968325,0.33869337232697705,4,4,0,,EB,[4.583144  4.5876265 4.597173  4.5942645 4.583876 ],/astro/store/epyc2/projects2/tess/sector001/tess2018206045859-s0001-0000000260161144-0120-s_lc.fits
TIC 260161144,11248.246187097659,0.3868217056274648,4,4,0,,EB,[4.3767457 4.3834686 4.4002542 4.3858094 4.379132 ],/astro/store/epyc2/projects2/tess/sector002/tess2018234235059-s0002-0000000260161144-0121-s_lc.fits
TIC 260161144,9570.822850929992,0.3092802874837909,4,4,0,,EB,[4.429482  4.4352446 4.4550495 4.444514  4.450069 ],/astro/store/epyc2/projects2/tess/sector004/tess2018292075959-s0004-0000000260161144-0124-s_lc.fits
TIC 260161144,11277.680758695622,0.3453906023757821,4,4,0,,EB,[4.5619936 4.5574403 4.569477  4.565547  4.543544 ],/astro/store/epyc2/projects2/tess/sector005/tess2018319095959-s0005-0000000260161144-0125-s_lc.fits
TIC 260161144,5874.036678227439,0.4020037166508815,4,4,0,,EB,[4.4351487 4.4653125 4.4683256 4.4547906 4.4561963],/astro/store/epyc2/projects2/tess/sector006/tess2018349182459-s0006-0000000260161144-0126-s_lc.fits
TIC 260161144,11096.861142713724,0.3392633789828702,4,4,0,,EB,[4.5957537 4.594877  4.6110587 4.603468  4.5844674],/astro/store/epyc2/projects2/tess/sector007/tess2019006130736-s0007-0000000260161144-0131-s_lc.fits
TIC 260161144,9698.496715930849,0.2790685693611049,4,4,0,,EB,[4.421827  4.427672  4.4502544 4.433768  4.429414 ],/astro/store/epyc2/projects2/tess/sector008/tess2019032160000-s0008-0000000260161144-0136-s_lc.fits
TIC 260161144,10911.761730023829,0.33637777478724684,4,4,0,,EB,[4.5762835 4.583724  4.6065826 4.5825276 4.605234 ],/astro/store/epyc2/projects2/tess/sector009/tess2019058134432-s0009-0000000260161144-0139-s_lc.fits
