,Unnamed: 0,Obj ID,BLS Max Pow,ACF Max Pow,Max SD,AvgMax SD,Times Smoothed,Flag,Classification,SD Range,Filename
57191,57191,TIC 293972244,9945.844044966538,0.2725196321080938,3,1,0,,notEB,[0.08364239 0.1411287  3.6933968  0.1078002  0.28739583],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000293972244-0143-s_lc.fits
57224,57224,TIC 350618622,62.74613728827136,0.15395207541721653,4,1,0,,notEB,[2.127105   0.43324757 4.255325   0.70115644 0.14337529],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000350618622-0143-s_lc.fits
57249,57249,TIC 141622065,4933.805732034367,0.5756507702066123,3,3,0,,EB,[3.2532516 3.181628  3.2848754 3.2523232 3.240455 ],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000141622065-0143-s_lc.fits
57319,57319,TIC 25133286,4933.805732034367,0.5756507702066123,2,2,0,,notEB,[2.4297066 2.418271  2.4538922 2.4286027 2.4223125],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000025133286-0143-s_lc.fits
57528,57528,TIC 300560295,82.67466149183845,0.2401109551843631,9,8,0,,notEB,[7.899066  8.542303  9.152273  8.095514  7.3590207],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000300560295-0143-s_lc.fits
57529,57529,TIC 300560295,108.55986935711178,0.08009883845612176,13,11,1,,EB,[12.01577789 11.88998768 13.12472456 11.46805686 10.47096586],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000300560295-0143-s_lc.fits
57572,57572,TIC 30313682,2598.517487238769,0.476050481155846,4,4,0,,EB,[4.308023 4.271885 4.351926 4.280333 4.292054],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000030313682-0143-s_lc.fits
57588,57588,TIC 271596290,2382.034345762127,0.4862164639801775,3,3,0,,EB,[3.3081603 3.361406  3.432306  3.3459425 3.3567991],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000271596290-0143-s_lc.fits
57911,57911,TIC 55384162,1416.0733271404133,0.0797163145642785,20,15,0,,EB,[10.279592 19.371994 20.833519 13.863107 13.459173],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000055384162-0143-s_lc.fits
57958,57958,TIC 150431920,246.5052793609008,0.026076548570068244,27,16,0,,EB,[12.826956 13.48012  27.122334 11.991835 15.796362],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000150431920-0143-s_lc.fits
58013,58013,TIC 350479101,557.4459980299895,0.18343258692802453,9,8,0,,notEB,[9.074178 8.819697 9.371239 8.834277 8.628663],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000350479101-0143-s_lc.fits
58014,58014,TIC 350479101,222.0894685849935,0.09732358368224517,10,10,1,,EB,[10.38752914 10.26308608 10.91948762 10.27694186 10.75072548],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000350479101-0143-s_lc.fits
58031,58031,TIC 55659311,1532.3880831898114,0.0024279312802951195,10,10,0,,EB,[10.042661 10.051698 10.096877 10.074132 10.030664],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000055659311-0143-s_lc.fits
58125,58125,TIC 141809359,213.61545112005024,0.21336969310970005,10,9,0,,notEB,[ 9.593724  9.865319 10.356107 10.100333  9.869309],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000141809359-0143-s_lc.fits
58126,58126,TIC 141809359,88.75298647879869,0.08249808137345009,10,9,1,,EB,[ 9.00629258  9.5089662  10.41732478  9.94393503  9.51635135],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000141809359-0143-s_lc.fits
58194,58194,TIC 260131665,43.86897804914107,0.10801938155832287,2,2,0,,notEB,[2.6247914 2.6213326 2.6249917 2.6207576 2.6193695],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000260131665-0143-s_lc.fits
58213,58213,TIC 167692429,2016.1082251052271,0.3643393813269113,7,7,0,,EB,[7.402629  7.3997645 7.487065  7.394488  7.4715743],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000167692429-0143-s_lc.fits
58272,58272,TIC 141268467,29128.64733318247,0.3703338312319661,5,5,0,,EB,[5.4529486 5.4775076 5.479905  5.4757624 5.4446483],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000141268467-0143-s_lc.fits
58541,58541,TIC 55295028,123.1891065002026,0.03193400420229508,2,2,0,,notEB,[2.2702894 2.6494033 2.834558  2.3774133 2.3109398],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000055295028-0143-s_lc.fits
58583,58583,TIC 167304735,123.1891065002026,0.03193400420229508,3,2,0,,notEB,[2.273736  1.9015807 3.3072963],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000167304735-0143-s_lc.fits
58718,58718,TIC 260301896,399.55930572003405,0.022852198196845298,27,13,0,,EB,[ 4.939554 11.934746 27.542942 10.663353 12.462781],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000260301896-0143-s_lc.fits
58842,58842,TIC 55524055,610.7839636848978,0.14660861927545518,7,7,0,,notEB,[7.6378355 7.5689335 7.7993927 7.49888   7.423827 ],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000055524055-0143-s_lc.fits
58843,58843,TIC 55524055,655.5333288119542,0.16651495681716347,8,7,1,,notEB,[7.63642022 7.85339629 8.00691506 7.81494818 7.95120112],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000055524055-0143-s_lc.fits
58844,58844,TIC 55524055,658.2298780891234,0.16533425125053294,7,7,2,,EB,[7.58610329 7.80172688 7.95428872 7.76351843 7.89892206],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000055524055-0143-s_lc.fits
59081,59081,TIC 55497281,18137.579659836465,0.2690109734351536,7,7,0,,EB,[7.6705976 7.6937895 7.699557  7.698499  7.6874037],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000055497281-0143-s_lc.fits
59204,59204,TIC 31273263,27.10233355600945,0.07469100224979519,2,1,0,,notEB,[1.2395896 1.7914966 2.4863315 1.7266864 1.6469877],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000031273263-0143-s_lc.fits
59356,59356,TIC 370227780,39.138578924574475,0.105277342641295,19,7,0,,notEB,[ 0.38374048 15.697568   19.509548    0.34696412  0.72164994],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000370227780-0143-s_lc.fits
59429,59429,TIC 38586438,850.0636830661522,0.122033954245261,5,5,0,,notEB,[5.1218677 5.1859903 5.438415  5.293425  5.3273344],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000038586438-0143-s_lc.fits
59430,59430,TIC 38586438,851.632541756598,0.08817218562957146,5,5,1,,EB,[5.39542056 5.21392099 5.4306759  5.31402928 4.96304185],/astro/store/epyc2/projects2/tess/sector011/tess2019112060037-s0011-0000000038586438-0143-s_lc.fits
59518,59518,TIC 278987417,506.24943022660864,0.109595609996414,21,15,0,,EB,[16.043709 12.76038  21.797247 17.69393  11.737398],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000278987417-0144-s_lc.fits
59619,59619,TIC 141685465,1194.5161333572314,0.4036092230244143,6,6,0,,notEB,[6.4524064 6.470944  6.617294  6.4419646 6.470783 ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000141685465-0144-s_lc.fits
59620,59620,TIC 141685465,1182.1178733337981,0.4028680451039936,6,6,1,,EB,[6.39424653 6.41296297 6.56072253 6.38370424 6.41280068],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000141685465-0144-s_lc.fits
59636,59636,TIC 350518984,309.08954331752733,0.015978585040983144,16,15,0,,EB,[15.868066 15.580996 16.191122 15.486995 15.638942],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000350518984-0144-s_lc.fits
59688,59688,TIC 279569707,2262.434800294035,0.3623251910959781,5,5,0,,EB,[5.5365715 5.5881276 5.640744  5.585602  5.580883 ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000279569707-0144-s_lc.fits
59693,59693,TIC 309658221,406.83687771529645,0.3184593776923449,7,6,0,,notEB,[6.517455  6.5362196 7.0337734 6.3913827 6.421886 ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000309658221-0144-s_lc.fits
59694,59694,TIC 309658221,379.4555794403186,0.2770038605382088,7,6,1,,notEB,[6.59022704 6.6099167  7.13119163 6.4570086  6.48901584],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000309658221-0144-s_lc.fits
59909,59909,TIC 382517745,707.5832583463945,0.194479862954224,12,12,0,,EB,[12.830975 12.545363 12.993331 12.762468 12.647049],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000382517745-0144-s_lc.fits
60098,60098,TIC 278683641,2748.1357370113933,0.30301210338520623,6,6,0,,EB,[6.3016086 6.309239  6.378605  6.347069  6.313953 ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000278683641-0144-s_lc.fits
60136,60136,TIC 140659980,307.95772034574554,0.18939157101067985,8,8,0,,notEB,[8.41196  8.540451 8.786065 8.59577  8.754656],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000140659980-0144-s_lc.fits
60137,60137,TIC 140659980,480.49201005866166,0.12777266093270934,10,10,1,,EB,[10.06143047 10.05412115 10.31503521  9.89760138 10.06564408],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000140659980-0144-s_lc.fits
60428,60428,TIC 391887390,123.46883206305591,0.14878294443852702,7,2,0,,notEB,[3.3786933  0.42681256 7.5426974  0.23682682 1.1356477 ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000391887390-0144-s_lc.fits
60676,60676,TIC 278956474,101.85582436764156,0.14421326226996073,6,5,0,,notEB,[6.1607265 5.664448  6.895806  5.4294214 5.9122586],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000278956474-0144-s_lc.fits
60677,60677,TIC 278956474,101.85582436764156,0.14421326226996073,4,2,1,,notEB,[2.6817009  2.35199362 4.26399102 1.50792952 0.76325255],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000278956474-0144-s_lc.fits
60902,60902,TIC 349055915,50.54567022395946,0.1183754915416351,3,1,0,,notEB,[0.76521224 0.68463725 3.5978487  0.7990437  1.1011249 ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000349055915-0144-s_lc.fits
60985,60985,TIC 32150630,525.2732636980309,0.22735557384692426,5,5,0,,notEB,[5.575053  5.459164  5.764753  5.5476356 5.748537 ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000032150630-0144-s_lc.fits
60986,60986,TIC 32150630,453.53589738487983,0.1526088766506878,6,6,1,,notEB,[5.89209929 6.24349356 6.44782661 5.86596875 6.18689919],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000032150630-0144-s_lc.fits
60987,60987,TIC 32150630,456.62477594387633,0.15311531117159505,6,6,2,,EB,[5.87424213 6.22203377 6.42427191 5.84146624 6.15910637],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000032150630-0144-s_lc.fits
61093,61093,TIC 350622185,10.286296480544127,0.08642006274989186,2,2,0,,notEB,[2.966076  2.9600801 2.9748824 2.9699    2.9495373],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000350622185-0144-s_lc.fits
61124,61124,TIC 350765991,4.21217969710833,0.029590366460715826,24,5,0,,notEB,[ 0.08515609  0.03302991 24.97775     0.10309009  0.39854836],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000350765991-0144-s_lc.fits
61129,61129,TIC 278684936,167.8782315966161,0.05147815772990631,20,5,0,,notEB,[ 1.3836057  1.3754063 20.138878   1.7518805  1.7831285],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000278684936-0144-s_lc.fits
61130,61130,TIC 278684936,167.8782315966161,0.05147815772990631,21,5,1,,notEB,[ 0.66264606  0.6534421  21.71564883  1.07603877  1.1095715 ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000278684936-0144-s_lc.fits
61180,61180,TIC 300871545,202.93035124483487,0.17321841704023022,8,7,0,,notEB,[7.585181  7.7526765 8.522225  7.708043  7.8598566],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000300871545-0144-s_lc.fits
61181,61181,TIC 300871545,194.63986457363515,0.1557012467211445,8,7,1,,notEB,[7.58455767 7.6276379  8.58525221 7.7383604  7.65818274],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000300871545-0144-s_lc.fits
61182,61182,TIC 300871545,194.63986457363515,0.1557012467211445,4,0,2,,notEB,[-0.13438358 -1.26698336  4.47582026  0.03930566 -0.35826428],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000300871545-0144-s_lc.fits
61190,61190,TIC 55652785,719.5196952839999,0.3718959343976469,3,3,0,,notEB,[3.8059676 3.8235455 3.9053073 3.7801962 3.839766 ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000055652785-0144-s_lc.fits
61191,61191,TIC 55652785,719.5196952839999,0.3718959343976469,16,9,1,,notEB,[16.00960431 16.26681943 16.28999309 -1.82024356 -0.73922372],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000055652785-0144-s_lc.fits
61241,61241,TIC 260416268,74.34407767676903,0.29907721800006104,3,1,0,,notEB,[0.567905   0.5036063  3.660631   0.30951223 1.220876  ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000260416268-0144-s_lc.fits
61271,61271,TIC 177308817,133.97399498952691,0.17715409437782434,9,7,0,,notEB,[7.309116  8.297224  9.379639  6.820603  7.4453883],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000177308817-0144-s_lc.fits
61274,61274,TIC 425064757,1261.5430863406496,0.039730400143074135,4,4,0,,notEB,[4.89459   4.81504   4.9995213 4.448427  3.138434 ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000425064757-0144-s_lc.fits
61387,61387,TIC 167121012,20.998272735270127,0.04011841367836772,1,0,0,,notEB,[0.13742581 0.20826644 1.7101043  0.35217276 0.43516782],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000167121012-0144-s_lc.fits
61411,61411,TIC 220474209,1065.5291785966256,0.1760606202619191,4,4,0,,notEB,[4.8617787 4.5213375 4.9906044 4.7550044 4.6715283],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000220474209-0144-s_lc.fits
61412,61412,TIC 220474209,1049.3339413332696,0.15776310110509567,5,5,1,,EB,[4.88795898 4.9421086  5.23912382 5.07163397 5.15114783],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000220474209-0144-s_lc.fits
61576,61576,TIC 55404385,6353.2795743029055,0.1969150507701154,6,6,0,,EB,[6.4381876 6.400853  6.454727  6.408906  6.3720136],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000055404385-0144-s_lc.fits
61610,61610,TIC 350298314,1327.5642098090805,0.07289388707054872,13,13,0,,EB,[13.732402 13.646968 13.760318 13.6544   13.685335],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000350298314-0144-s_lc.fits
61759,61759,TIC 358111274,63.244399896413526,0.027001714523973385,16,14,0,,EB,[14.319847 14.998044 16.118784 13.883092 13.884001],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000358111274-0144-s_lc.fits
61836,61836,TIC 25078924,63.244399896413526,0.027001714523973385,2,2,0,,notEB,[2.77972   2.706159  2.908232  2.715798  2.7598379],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000025078924-0144-s_lc.fits
61940,61940,TIC 260502102,932.3401094888228,0.2706957668178228,6,6,0,,notEB,[6.7610965 6.816664  6.9149113 6.5712385 6.7757053],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000260502102-0144-s_lc.fits
61941,61941,TIC 260502102,785.0039293751511,0.2427150696771056,7,7,1,,notEB,[7.16990903 7.00016395 7.17151217 7.06763614 7.10754926],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000260502102-0144-s_lc.fits
61942,61942,TIC 260502102,397.30424049705834,0.15347346864025052,8,8,2,,EB,[8.70122284 8.91806631 8.95694453 8.65740114 8.69133588],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000260502102-0144-s_lc.fits
62010,62010,TIC 404927661,1048.8757291186025,0.3254926045847336,8,7,0,,notEB,[7.801372  7.744147  8.049585  7.867029  7.8088083],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000404927661-0144-s_lc.fits
62011,62011,TIC 404927661,1061.7305571618854,0.3283118480100881,7,7,1,,EB,[7.71096732 7.65479539 7.95461215 7.77541617 7.7182668 ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000404927661-0144-s_lc.fits
62062,62062,TIC 150187916,1061.7305571618854,0.3283118480100881,2,1,0,,notEB,[1.8613507 1.7730228 2.2732172 1.9108131 1.7062118],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000150187916-0144-s_lc.fits
62096,62096,TIC 364302118,701.9392340309538,0.4041283042492704,4,4,0,,notEB,[4.0264845 4.0784836 4.236561  4.0830717 3.8945262],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000364302118-0144-s_lc.fits
62097,62097,TIC 364302118,582.9366865769886,0.21110304181977865,4,4,1,,notEB,[4.48470878 4.40339665 4.81166626 4.61293437 4.56006976],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000364302118-0144-s_lc.fits
62098,62098,TIC 364302118,557.3862061557701,0.18015838772838494,4,4,2,,EB,[4.57917821 4.49404856 4.92148605 4.71342388 4.6527493 ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000364302118-0144-s_lc.fits
62219,62219,TIC 149473467,10673.574188986751,0.4598850313639889,3,3,0,,EB,[3.491164  3.5024893 3.5220902 3.5021098 3.4865692],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000149473467-0144-s_lc.fits
62239,62239,TIC 177075997,10673.574188986751,0.4598850313639889,4,2,0,,notEB,[0.2363157  0.67741364 4.5690174  3.4902012  1.9773355 ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000177075997-0144-s_lc.fits
62425,62425,TIC 177077475,87.26152923376347,0.3823069536693087,8,7,0,,notEB,[7.1098056 6.788229  8.0182705 7.644589  7.6964307],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000177077475-0144-s_lc.fits
62431,62431,TIC 55524055,717.4846534195059,0.2481076747026737,7,6,0,,notEB,[6.760896  6.9145775 7.0051265 6.964521  6.708703 ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000055524055-0144-s_lc.fits
62432,62432,TIC 55524055,695.1228289336241,0.16136672092168275,8,7,1,,notEB,[7.74215895 7.47422472 8.14022984 7.96570151 7.9008686 ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000055524055-0144-s_lc.fits
62433,62433,TIC 55524055,93.59998066315359,0.03807031546885447,10,10,2,,EB,[ 9.53658279 10.49133016 10.59831139 10.06241134  9.73974489],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000055524055-0144-s_lc.fits
62523,62523,TIC 55497281,15461.57682080485,0.21213670753540287,8,8,0,,EB,[8.817751  8.8276005 8.833905  8.824192  8.82363  ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000055497281-0144-s_lc.fits
62712,62712,TIC 31273263,613.7742856390838,0.03907634987569135,11,11,0,,EB,[11.870409 11.627262 11.956412 11.776813 11.561968],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000031273263-0144-s_lc.fits
62729,62729,TIC 294092966,1581.9763634422393,0.33414185341543395,3,3,0,,EB,[3.2998056 3.250025  3.402963  3.2472932 3.2478807],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000294092966-0144-s_lc.fits
62898,62898,TIC 370227780,28.570807207196022,0.045397632704471176,20,5,0,,notEB,[ 0.45883152  0.272078   20.488562    1.0128855   2.7717397 ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000370227780-0144-s_lc.fits
63047,63047,TIC 141268467,36056.88708008411,0.3935511530872198,5,5,0,,EB,[5.4488893 5.474499  5.4748306 5.4584007 5.420562 ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000141268467-0144-s_lc.fits
63087,63087,TIC 167692429,2088.300267463361,0.19360223740175755,7,7,0,,EB,[7.1031985 7.1078005 7.1085014 7.0838447 7.069149 ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000167692429-0144-s_lc.fits
63113,63113,TIC 260131665,50.32951706526707,0.14880141428983154,2,2,0,,notEB,[2.508196  2.5096993 2.5160723 2.5099356 2.5091195],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000260131665-0144-s_lc.fits
63177,63177,TIC 272357134,669.0287615250302,0.3914413983212923,4,4,0,,notEB,[4.6592894 4.674263  4.93498   4.664478  4.699822 ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000272357134-0144-s_lc.fits
63178,63178,TIC 272357134,552.5587019652269,0.2806375610148116,5,5,1,,notEB,[5.07381182 5.01252723 5.40971759 4.93465976 4.95278207],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000272357134-0144-s_lc.fits
63381,63381,TIC 167304735,4.141719338365748,0.017294936767254063,29,6,0,,notEB,[ 0.790978    0.72916275 29.625992    0.82155716  0.82629323],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000167304735-0144-s_lc.fits
63430,63430,TIC 55295028,39.41046719388849,0.27334026791830685,2,2,0,,notEB,[2.397388  2.1241205 2.4600253 2.2374194 2.1671867],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000055295028-0144-s_lc.fits
63563,63563,TIC 260301896,39.41046719388849,0.27334026791830685,32,9,0,,notEB,[ 0.2873967   0.20883939 32.88591     3.0670063 ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000260301896-0144-s_lc.fits
63663,63663,TIC 271596290,2480.412761943299,0.5093019519872761,3,3,0,,EB,[3.3779504 3.3565326 3.4520724 3.322004  3.4412029],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000271596290-0144-s_lc.fits
63690,63690,TIC 30313682,2627.308371726123,0.481620775428181,4,4,0,,EB,[4.4361353 4.3504324 4.4511204 4.4025407 4.349107 ],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000030313682-0144-s_lc.fits
64046,64046,TIC 150431920,7.038427883333943,0.1502745727285388,17,3,0,,notEB,[ 0.2196924  0.5896337 17.149786   0.4546895  0.6095171],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000150431920-0144-s_lc.fits
64062,64062,TIC 55384162,934.8680332733147,0.04333945765181052,19,15,0,,EB,[14.386431  14.687871  19.082876  16.015059  13.9823675],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000055384162-0144-s_lc.fits
64068,64068,TIC 279955276,934.8680332733147,0.04333945765181052,2,2,0,,notEB,[2.3578656 2.3878438 2.4225438 2.3181608 2.3480976],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000279955276-0144-s_lc.fits
64237,64237,TIC 141809359,214.55240830339628,0.1982288181653792,11,10,0,,EB,[10.42516   9.820157 11.009987 10.429768  9.809584],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000141809359-0144-s_lc.fits
64346,64346,TIC 55659311,2443.263562964546,0.3944285069061392,7,7,0,,EB,[7.7936854 7.8624706 7.9133253 7.8712077 7.8912134],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000055659311-0144-s_lc.fits
64458,64458,TIC 349832824,3109.712960637261,0.23390112994734286,4,4,0,,EB,[4.549862  4.5302343 4.606875  4.5456247 4.5037146],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000349832824-0144-s_lc.fits
64685,64685,TIC 141622065,4970.329181314785,0.5859032570937477,3,3,0,,EB,[3.1191337 3.1271389 3.1783018 3.1708584 3.1695952],/astro/store/epyc2/projects2/tess/sector012/tess2019140104343-s0012-0000000141622065-0144-s_lc.fits
